167	167
596	596
632	632
644	644
1251	1251
1256	1256
1827	1827
2002	2002
2187	2187
2189	2189
2191	2191
2356	2356
2555	2555
2596	2596
2597	2597
2598	2598
2599	2599
2626	2626
3007	3007
3008	3008
3100	3100
3423	3423
3444	3444
3498	3498
3639	3639
3966	3966
3992	3992
4337	4337
4493	4493
4815	4815
4821	4821
5032	5032
5470	5470
5489	5489
5553	5553
5650	5650
6064	6064
6470	6470
6691	6691
6809	6809
6902	6902
6904	6904
6922	6922
7396	7396
7417	7417
7426	7426
7804	7804
8004	8004
8134	8134
8638	8638
8640	8640
9068	9068
9071	9071
9524	9524
9793	9793
10633	10633
10689	10689
10737	10737
11202	11202
17767	17767
22299	22299
28439	28439
31914	31914
32624	32624
32937	32937
35636	35636
37418	37418
40114	40114
42347	42347
42355	42355
42955	42955
51272	51272
56946	56946
57258	57258
61381	61381
68244	68244
68446	68446
72302	72302
72625	72625
72962	72962
73645	73645
89013	89013
114477	114477
114979	114979
121191	121191
135775	135775
191831	191831
214468	214468
214525	214525
275891	275891
357977	357977
495881	495881
593411	593411
662019	662019
805452	805452
877510	877510
1304991	1304991
1673265	1673265
44	44
73	73
94	94
99	99
103	103
110	110
149	149
161	161
164	164
168	168
194	194
197	197
272	272
281	281
296	296
376	376
426	426
430	430
435	435
448	448
480	480
508	508
519	519
535	535
569	569
598	598
612	612
620	620
683	683
703	703
704	704
719	719
723	723
725	725
733	733
743	743
873	873
1009	1009
1043	1043
1091	1091
1151	1151
1191	1191
1202	1202
1223	1223
1227	1227
1272	1272
1291	1291
1292	1292
1347	1347
1369	1369
1378	1378
1390	1390
1399	1399
1418	1418
1422	1422
1424	1424
1426	1426
1512	1512
1514	1514
1520	1520
1588	1588
1596	1596
1705	1705
1712	1712
1760	1760
1767	1767
1808	1808
1813	1813
1815	1815
1819	1819
1828	1828
1886	1886
1889	1889
1894	1894
1897	1897
1901	1901
1908	1908
1909	1909
1919	1919
1925	1925
1952	1952
1992	1992
1999	1999
2019	2019
2023	2023
2051	2051
2062	2062
2101	2101
2105	2105
2116	2116
2129	2129
2186	2186
2194	2194
2221	2221
2231	2231
2286	2286
2346	2346
2348	2348
2353	2353
2354	2354
2358	2358
2382	2382
2388	2388
2393	2393
2396	2396
2400	2400
2409	2409
2410	2410
2418	2418
2427	2427
2447	2447
2473	2473
2540	2540
2541	2541
2551	2551
2556	2556
2578	2578
2582	2582
2590	2590
2623	2623
2635	2635
2653	2653
2670	2670
2683	2683
2685	2685
2709	2709
2839	2839
2977	2977
3001	3001
3022	3022
3024	3024
3105	3105
3108	3108
3131	3131
