TABLE_QUALIFIER,TABLE_OWNER,TABLE_NAME,GRANTOR,GRANTEE,PRIVILEGE,IS_GRANTABLE
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Attachment_Progress,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Chart_Alert,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Chart_Alert_Progress,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Classification_Set_Item,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Classification_Set_Item,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Classification_Set_Item,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Classification_Set_Item,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Classification_Set_Item,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Classification_Set_Item,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Classification_Set_Item,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Classification_Set_Item,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Encounter_Assessment_Charge,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Encounter_Charge,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Encounter_Charge_Modifier,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Family_History,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Family_History,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Family_History,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Family_History,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Family_History,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Family_History,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Family_History,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Family_History,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Family_History,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Family_History,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Family_Illness,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Family_Illness,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Family_Illness,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Family_Illness,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Family_Illness,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Family_Illness,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Family_Illness,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Family_Illness,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Family_Illness,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Family_Illness,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Lastkey,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Lastkey,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Lastkey,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Lastkey,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Lastkey,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Lastkey,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Lastkey,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Lastkey,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Lastkey,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Lastkey,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Letter,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Letter,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Letter,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Letter,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Letter,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Letter,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Letter,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Letter,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Letter,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Letter,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Maintenance_Class,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Material_Used,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Material_Used,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Material_Used,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Material_Used,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Material_Used,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Material_Used,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Material_Used,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Material_Used,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Material_Used,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Material_Used,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Object_Security,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Object_Security,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Object_Security,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Object_Security,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Object_Security,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Object_Security,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Object_Security,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Object_Security,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Object_Security,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Objective_Location,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Objective_Location,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Objective_Location,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Objective_Location,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Objective_Location,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Objective_Location,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Objective_Location,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Objective_Location,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Objective_Location,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Objective_Location,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Observation,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Observation,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Observation,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Observation,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Observation,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Observation,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Observation,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Observation,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Observation,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Observation,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Observation_Comment,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Observation_Comment,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Observation_Comment,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Observation_Comment,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Observation_Comment,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Observation_Comment,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Observation_Comment_Save,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Observation_Location,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Observation_Location,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Observation_Location,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Observation_Location,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Observation_Location,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Observation_Location,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Observation_Location,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Observation_Location,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Observation_Location,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Observation_Location,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Observation_Result,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Observation_Result,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Observation_Result,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Observation_Result,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Observation_Result,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Observation_Result,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Observation_Result,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Observation_Result,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Observation_Result,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Observation_Result,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Observation_Result_Progress,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Observation_Result_Progress,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Observation_Result_Progress,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Observation_Result_Progress,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Observation_Result_Progress,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Observation_Result_Progress,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Observation_Result_Progress,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Observation_Result_Progress,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Observation_Result_Qualifier,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Patient,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient_Alias,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient_Authority,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient_Encounter,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient_Encounter_Progress,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient_Guarantor,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_patient_list_item,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_patient_list_item,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_patient_list_item,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_patient_list_item,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_patient_list_item,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_patient_list_item,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_patient_list_item,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_patient_list_item,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_patient_list_item,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient_Progress,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient_Relation,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_WP,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_WP,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_WP,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,p_Patient_WP,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_WP,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,p_Patient_WP,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_WP,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,p_Patient_WP,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_WP,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,p_Patient_WP,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_WP_Archive,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,p_Patient_WP_Archive,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,p_Patient_WP_Archive,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,p_Patient_WP_Archive,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,p_Patient_WP_Archive,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,p_Patient_WP_Item,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,p_Patient_WP_Item,dbo,dbo,DELETE,YES
