TABLE_QUALIFIER,TABLE_OWNER,TABLE_NAME,GRANTOR,GRANTEE,PRIVILEGE,IS_GRANTABLE
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,b_Appointment_Type,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,b_Provider_Translation,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,b_Resource,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,b_Resource,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,b_Resource,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,b_Resource,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,b_Resource,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,b_Resource,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,b_Resource,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,b_Resource,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,b_Resource,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,b_Resource,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_1_record,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_1_record,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_1_record,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_1_record,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_1_record,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_1_record,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_1_record,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_1_record,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_1_record,dbo,public,SELECT,NO
EncounterPRO_OS,dbo,c_1_record,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_1_record,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Actor_Address,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Actor_Address,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Actor_Address,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Actor_Address,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Actor_Address,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Actor_Address,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Actor_Address,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Actor_Address,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Actor_Address,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Actor_Class,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Actor_Class,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Actor_Class,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Actor_Class,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Actor_Class,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Actor_Class,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Actor_Class,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Actor_Class,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Actor_Class,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Actor_Class_Purpose,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Actor_Class_Purpose,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Actor_Class_Purpose,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Actor_Class_Purpose,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Actor_Class_Purpose,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Actor_Class_Purpose,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Actor_Class_Route,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Actor_Class_Type,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Actor_Class_Type,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Actor_Class_Type,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Actor_Class_Type,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Actor_Class_Type,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Actor_Class_Type,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Actor_Class_Type,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Actor_Class_Type,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Actor_Communication,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Actor_Route_Purpose,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Actor_Route_Purpose,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Actor_Route_Purpose,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Actor_Route_Purpose,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Actor_Route_Purpose,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Actor_Route_Purpose,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Actor_Route_Purpose,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Actor_Route_Purpose,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Administration_Frequency,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Administration_Method,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Administration_Method,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Administration_Method,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Administration_Method,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Administration_Method,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Administration_Method,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Administration_Method,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Administration_Method,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Administration_Method,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Administration_Method,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Administration_Method_Proc,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Adverse_Reaction_Drug_Class,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Age_Range,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Age_Range,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Age_Range,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Age_Range,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Age_Range,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Age_Range,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Age_Range,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Age_Range,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Age_Range,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Age_Range,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Age_Range_Assessment,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Age_Range_Category,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Age_Range_Procedure,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Allergen,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Allergen,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Allergen,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Allergen,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Allergen,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Allergen,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Allergen,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Allergen,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Allergen,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Allergen,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Allergen_Drug,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Allergen_Drug_Class,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Allergy_Drug,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Assessment_Category,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Assessment_Coding,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Assessment_Definition,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Assessment_Parsed,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Assessment_Phrase,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Tree,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Tree,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Tree,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Tree,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Tree,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Tree,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Assessment_Type,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Key,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,cprsystem,REFERENCES,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,dbo,REFERENCES,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,cprsystem,SELECT,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,dbo,SELECT,YES
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,cprsystem,UPDATE,NO
EncounterPRO_OS,dbo,c_Assessment_Type_Progress_Type,dbo,dbo,UPDATE,YES
EncounterPRO_OS,dbo,c_Attachment_Extension,dbo,cprsystem,DELETE,NO
EncounterPRO_OS,dbo,c_Attachment_Extension,dbo,dbo,DELETE,YES
EncounterPRO_OS,dbo,c_Attachment_Extension,dbo,cprsystem,INSERT,NO
EncounterPRO_OS,dbo,c_Attachment_Extension,dbo,dbo,INSERT,YES
EncounterPRO_OS,dbo,c_Attachment_Extension,dbo,cprsystem,REFERENCES,NO
